"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.04014 0.0442 0.0400
0.04024 0.0466 0.0418
0.04034 0.0448 0.0406
0.04044 0.0448 0.0412
0.04054 0.0454 0.0406
0.04064 0.0448 0.0406
0.04074 0.0448 0.0400
0.04084 0.0460 0.0418
0.04094 0.0448 0.0406
0.04104 0.0478 0.0436
0.04114 0.0448 0.0400
0.04124 0.0460 0.0412
0.04134 0.0466 0.0424
0.04144 0.0466 0.0424
0.04154 0.0454 0.0412
0.04164 0.0454 0.0418
0.04174 0.0472 0.0418
0.04184 0.0466 0.0424
0.04194 0.0478 0.0430
0.04204 0.0460 0.0418
0.04214 0.0495 0.0448
0.04224 0.0448 0.0406
0.04234 0.0489 0.0442
0.04244 0.0460 0.0418
0.04254 0.0489 0.0448
0.04264 0.0460 0.0412
0.04274 0.0484 0.0436
0.04284 0.0472 0.0430
0.04294 0.0466 0.0418
0.04304 0.0484 0.0442
0.04314 0.0478 0.0430
0.04324 0.0489 0.0442
0.04334 0.0484 0.0448
0.04344 0.0478 0.0430
0.04354 0.0484 0.0442
0.04364 0.0484 0.0436
0.04374 0.0507 0.0454
0.04384 0.0484 0.0448
0.04394 0.0501 0.0442
0.04404 0.0478 0.0442
0.04413 0.0495 0.0442
0.04423 0.0507 0.0460
0.04433 0.0495 0.0448
0.04443 0.0489 0.0448
0.04453 0.0507 0.0454
0.04463 0.0489 0.0448
0.04473 0.0513 0.0466
0.04483 0.0489 0.0448
0.04493 0.0519 0.0460
0.04503 0.0489 0.0448
0.04513 0.0513 0.0460
0.04523 0.0495 0.0460
0.04533 0.0513 0.0460
0.04543 0.0519 0.0466
0.04553 0.0507 0.0466
0.04563 0.0507 0.0460
0.04573 0.0513 0.0466
0.04583 0.0495 0.0454
0.04593 0.0525 0.0472
0.04603 0.0507 0.0454
0.04613 0.0525 0.0484
0.04623 0.0507 0.0454
0.04633 0.0525 0.0478
0.04643 0.0501 0.0454
0.04653 0.0531 0.0484
0.04663 0.0513 0.0466
0.04673 0.0525 0.0478
0.04683 0.0519 0.0466
0.04693 0.0531 0.0484
0.04703 0.0507 0.0460
0.04713 0.0543 0.0489
0.04723 0.0513 0.0472
0.04733 0.0543 0.0495
0.04743 0.0513 0.0466
0.04753 0.0537 0.0484
0.04763 0.0513 0.0466
0.04773 0.0543 0.0495
0.04783 0.0549 0.0501
0.04793 0.0531 0.0478
0.04803 0.0537 0.0484
0.04813 0.0531 0.0484
0.04823 0.0525 0.0478
0.04833 0.0549 0.0495
0.04843 0.0531 0.0484
0.04853 0.0531 0.0484
0.04863 0.0543 0.0489
0.04873 0.0549 0.0501
0.04883 0.0549 0.0501
0.04893 0.0525 0.0472
0.04903 0.0561 0.0507
0.04913 0.0531 0.0484
0.04923 0.0561 0.0507
0.04933 0.0531 0.0478
0.04943 0.0555 0.0507
0.04953 0.0537 0.0489
0.04963 0.0561 0.0501
0.04973 0.0531 0.0489
0.04983 0.0579 0.0519
0.04993 0.0543 0.0495
0.05003 0.0567 0.0513
0.05013 0.0543 0.0489
0.05023 0.0555 0.0513
0.05033 0.0561 0.0507
0.05043 0.0567 0.0507
0.05053 0.0567 0.0519
0.05063 0.0543 0.0495
0.05073 0.0573 0.0519
0.05083 0.0549 0.0495
0.05092 0.0585 0.0531
0.05102 0.0549 0.0495
0.05112 0.0591 0.0525
0.05122 0.0543 0.0501
0.05132 0.0585 0.0537
0.05142 0.0561 0.0507
0.05152 0.0597 0.0537
0.05162 0.0555 0.0507
0.05172 0.0597 0.0537
0.05182 0.0549 0.0507
0.05192 0.0603 0.0543
0.05202 0.0567 0.0513
0.05212 0.0585 0.0537
0.05222 0.0561 0.0507
0.05232 0.0603 0.0549
0.05242 0.0555 0.0507
0.05252 0.0609 0.0543
0.05262 0.0567 0.0519
0.05272 0.0597 0.0537
0.05282 0.0561 0.0513
0.05292 0.0591 0.0537
0.05302 0.0597 0.0537
0.05312 0.0579 0.0531
0.05322 0.0591 0.0531
0.05332 0.0579 0.0531
0.05342 0.0609 0.0549
0.05352 0.0603 0.0543
0.05362 0.0591 0.0537
0.05372 0.0573 0.0531
0.05382 0.0615 0.0543
0.05392 0.0579 0.0531
0.05402 0.0615 0.0555
0.05412 0.0591 0.0543
0.05422 0.0615 0.0555
0.05432 0.0603 0.0543
0.05442 0.0609 0.0555
0.05452 0.0633 0.0567
0.05462 0.0591 0.0543
0.05472 0.0621 0.0561
0.05482 0.0603 0.0549
0.05492 0.0621 0.0561
0.05502 0.0591 0.0543
0.05512 0.0627 0.0567
0.05522 0.0603 0.0543
0.05532 0.0633 0.0573
0.05542 0.0597 0.0543
0.05552 0.0621 0.0561
0.05562 0.0603 0.0549
0.05572 0.0633 0.0573
0.05582 0.0627 0.0567
0.05592 0.0621 0.0567
0.05602 0.0633 0.0573
0.05612 0.0603 0.0549
0.05622 0.0633 0.0573
0.05632 0.0597 0.0543
0.05642 0.0645 0.0579
0.05652 0.0615 0.0561
0.05662 0.0633 0.0573
0.05672 0.0621 0.0561
0.05682 0.0657 0.0597
0.05692 0.0627 0.0573
0.05702 0.0627 0.0573
0.05712 0.0651 0.0585
0.05722 0.0627 0.0567
0.05732 0.0651 0.0591
0.05742 0.0615 0.0567
0.05752 0.0663 0.0591
0.05762 0.0615 0.0561
0.05771 0.0669 0.0609
0.05781 0.0627 0.0573
0.05791 0.0651 0.0579
0.05801 0.0645 0.0591
0.05811 0.0651 0.0591
0.05821 0.0633 0.0579
0.05831 0.0651 0.0585
0.05841 0.0663 0.0597
0.05851 0.0639 0.0585
0.05861 0.0675 0.0609
0.05871 0.0633 0.0579
0.05881 0.0669 0.0603
0.05891 0.0645 0.0585
0.05901 0.0657 0.0603
0.05911 0.0645 0.0591
0.05921 0.0675 0.0609
0.05931 0.0645 0.0579
0.05941 0.0669 0.0603
0.05951 0.0651 0.0603
0.05961 0.0680 0.0603
0.05971 0.0651 0.0597
0.05981 0.0669 0.0609
0.05991 0.0686 0.0615
0.06001 0.0651 0.0597
0.06011 0.0675 0.0615
0.06021 0.0669 0.0597
0.06031 0.0680 0.0621
0.06041 0.0657 0.0597
0.06051 0.0698 0.0633
0.06061 0.0657 0.0597
0.06071 0.0692 0.0633
0.06081 0.0663 0.0603
0.06091 0.0692 0.0621
0.06101 0.0669 0.0603
0.06111 0.0680 0.0627
0.06121 0.0686 0.0621
0.06131 0.0686 0.0627
0.06141 0.0698 0.0633
0.06151 0.0663 0.0615
0.06161 0.0710 0.0633
0.06171 0.0663 0.0597
0.06181 0.0704 0.0639
0.06191 0.0680 0.0627
0.06201 0.0716 0.0645
0.06211 0.0669 0.0609
0.06221 0.0716 0.0651
0.06231 0.0686 0.0627
0.06241 0.0698 0.0633
0.06251 0.0692 0.0639
0.06261 0.0710 0.0639
0.06271 0.0704 0.0633
0.06281 0.0686 0.0633
0.06291 0.0728 0.0651
0.06301 0.0686 0.0627
0.06311 0.0722 0.0657
0.06321 0.0698 0.0633
0.06331 0.0716 0.0651
0.06341 0.0686 0.0627
0.06351 0.0728 0.0663
0.06361 0.0698 0.0633
0.06371 0.0722 0.0657
0.06381 0.0722 0.0657
0.06391 0.0734 0.0663
0.06401 0.0698 0.0651
0.06411 0.0722 0.0651
0.06421 0.0740 0.0669
0.06431 0.0704 0.0633
0.06441 0.0728 0.0669
0.06450 0.0716 0.0645
0.06460 0.0728 0.0663
0.06470 0.0698 0.0639
0.06480 0.0734 0.0675
0.06490 0.0722 0.0651
0.06500 0.0740 0.0669
0.06510 0.0722 0.0663
0.06520 0.0752 0.0680
0.06530 0.0722 0.0657
0.06540 0.0728 0.0663
0.06550 0.0746 0.0663
0.06560 0.0722 0.0669
0.06570 0.0740 0.0680
0.06580 0.0734 0.0669
0.06590 0.0770 0.0692
0.06600 0.0722 0.0657
0.06610 0.0752 0.0686
0.06620 0.0740 0.0675
0.06630 0.0758 0.0692
0.06640 0.0728 0.0669
0.06650 0.0758 0.0686
0.06660 0.0740 0.0675
0.06670 0.0752 0.0686
0.06680 0.0734 0.0669
0.06690 0.0770 0.0692
0.06700 0.0740 0.0680
0.06710 0.0776 0.0698
0.06720 0.0770 0.0698
0.06730 0.0746 0.0686
0.06740 0.0764 0.0692
0.06750 0.0758 0.0692
0.06760 0.0782 0.0698
0.06770 0.0740 0.0686
0.06780 0.0776 0.0704
0.06790 0.0758 0.0686
0.06800 0.0758 0.0692
0.06810 0.0752 0.0680
0.06820 0.0782 0.0710
0.06830 0.0764 0.0692
0.06840 0.0770 0.0704
0.06850 0.0776 0.0704
0.06860 0.0776 0.0704
0.06870 0.0782 0.0722
0.06880 0.0782 0.0698
0.06890 0.0788 0.0722
0.06900 0.0788 0.0710
0.06910 0.0794 0.0722
0.06920 0.0764 0.0704
0.06930 0.0800 0.0722
0.06940 0.0770 0.0698
0.06950 0.0794 0.0728
0.06960 0.0782 0.0710
0.06970 0.0794 0.0716
0.06980 0.0788 0.0716
0.06990 0.0788 0.0716
0.07000 0.0812 0.0734
0.07010 0.0776 0.0710
0.07020 0.0800 0.0728
0.07030 0.0776 0.0710
0.07040 0.0800 0.0722
0.07050 0.0788 0.0722
0.07060 0.0818 0.0734
0.07070 0.0794 0.0728
0.07080 0.0806 0.0734
0.07090 0.0800 0.0722
0.07100 0.0812 0.0740
0.07110 0.0794 0.0722
0.07120 0.0812 0.0734
0.07129 0.0812 0.0746
0.07139 0.0788 0.0722
0.07149 0.0830 0.0740
0.07159 0.0794 0.0734
0.07169 0.0824 0.0746
0.07179 0.0800 0.0728
0.07189 0.0830 0.0752
0.07199 0.0836 0.0758
0.07209 0.0800 0.0734
0.07219 0.0836 0.0752
0.07229 0.0812 0.0746
0.07239 0.0818 0.0740
0.07249 0.0818 0.0746
0.07259 0.0818 0.0746
0.07269 0.0818 0.0746
0.07279 0.0848 0.0770
0.07289 0.0848 0.0764
0.07299 0.0824 0.0752
0.07309 0.0824 0.0752
0.07319 0.0836 0.0752
0.07329 0.0848 0.0776
0.07339 0.0812 0.0734
0.07349 0.0842 0.0764
0.07359 0.0812 0.0752
0.07369 0.0854 0.0776
0.07379 0.0842 0.0764
0.07389 0.0842 0.0758
0.07399 0.0842 0.0764
0.07409 0.0854 0.0776
0.07419 0.0830 0.0758
0.07429 0.0883 0.0800
0.07439 0.0842 0.0776
0.07449 0.0848 0.0770
0.07459 0.0848 0.0770
0.07469 0.0848 0.0764
0.07479 0.0860 0.0782
0.07489 0.0842 0.0770
0.07499 0.0860 0.0782
0.07509 0.0848 0.0770
0.07519 0.0866 0.0788
0.07529 0.0866 0.0782
0.07539 0.0860 0.0782
0.07549 0.0860 0.0782
0.07559 0.0877 0.0794
0.07569 0.0877 0.0806
0.07579 0.0866 0.0788
0.07589 0.0872 0.0794
0.07599 0.0860 0.0788
0.07609 0.0889 0.0806
0.07619 0.0854 0.0776
0.07629 0.0877 0.0806
0.07639 0.0889 0.0800
0.07649 0.0866 0.0788
0.07659 0.0889 0.0812
0.07669 0.0866 0.0788
0.07679 0.0883 0.0806
0.07689 0.0883 0.0806
0.07699 0.0872 0.0794
0.07709 0.0877 0.0806
0.07719 0.0907 0.0818
0.07729 0.0872 0.0788
0.07739 0.0877 0.0800
0.07749 0.0877 0.0806
0.07759 0.0919 0.0824
0.07769 0.0889 0.0812
0.07779 0.0901 0.0830
0.07789 0.0907 0.0824
0.07799 0.0889 0.0806
0.07808 0.0913 0.0836
0.07818 0.0872 0.0794
0.07828 0.0913 0.0830
0.07838 0.0907 0.0824
0.07848 0.0907 0.0830
0.07858 0.0913 0.0830
0.07868 0.0883 0.0800
0.07878 0.0919 0.0836
0.07888 0.0901 0.0824
0.07898 0.0907 0.0818
0.07908 0.0919 0.0842
0.07918 0.0925 0.0842
0.07928 0.0907 0.0830
0.07938 0.0913 0.0836
0.07948 0.0907 0.0824
0.07958 0.0913 0.0830
0.07968 0.0919 0.0842
0.07978 0.0919 0.0842
0.07988 0.0943 0.0848
0.07998 0.0913 0.0836
0.08008 0.0937 0.0854
0.08018 0.0955 0.0866
0.08028 0.0919 0.0848
0.08038 0.0943 0.0854
0.08048 0.0925 0.0842
0.08058 0.0937 0.0854
0.08068 0.0943 0.0860
0.08078 0.0925 0.0842
0.08088 0.0949 0.0872
0.08098 0.0931 0.0848
0.08108 0.0943 0.0854
0.08118 0.0943 0.0860
0.08128 0.0919 0.0842
0.08138 0.0949 0.0866
0.08148 0.0955 0.0872
0.08158 0.0955 0.0872
0.08168 0.0955 0.0866
0.08178 0.0949 0.0866
0.08188 0.0955 0.0872
0.08198 0.0949 0.0860
0.08208 0.0955 0.0877
0.08218 0.0931 0.0848
0.08228 0.0979 0.0889
0.08238 0.0937 0.0860
0.08248 0.0937 0.0854
0.08258 0.0961 0.0877
0.08268 0.0961 0.0889
0.08278 0.0955 0.0860
0.08288 0.0985 0.0895
0.08298 0.0967 0.0883
0.08308 0.0979 0.0895
0.08318 0.0955 0.0877
0.08328 0.0973 0.0889
0.08338 0.0961 0.0865
0.08348 0.0955 0.0872
0.08358 0.0985 0.0901
0.08368 0.0961 0.0877
0.08378 0.0973 0.0895
0.08388 0.0973 0.0872
0.08398 0.0973 0.0895
0.08408 0.0973 0.0889
0.08418 0.0973 0.0889
0.08428 0.0985 0.0895
0.08438 0.0955 0.0872
0.08448 0.0991 0.0901
0.08458 0.0979 0.0895
0.08468 0.0991 0.0907
0.08478 0.0991 0.0901
0.08487 0.0979 0.0901
0.08497 0.1003 0.0907
0.08507 0.0991 0.0913
0.08517 0.0991 0.0901
0.08527 0.0997 0.0907
0.08537 0.0991 0.0901
0.08547 0.0979 0.0901
0.08557 0.1003 0.0919
0.08567 0.1009 0.0919
0.08577 0.1003 0.0913
0.08587 0.1021 0.0919
0.08597 0.1003 0.0919
0.08607 0.1003 0.0919
0.08617 0.1003 0.0907
0.08627 0.1021 0.0937
0.08637 0.1009 0.0919
0.08647 0.1003 0.0919
0.08657 0.1009 0.0913
0.08667 0.1021 0.0931
0.08677 0.1003 0.0913
0.08687 0.1015 0.0931
0.08697 0.1033 0.0931
0.08707 0.1027 0.0937
0.08717 0.1027 0.0937
0.08727 0.1033 0.0937
0.08737 0.1021 0.0943
0.08747 0.1009 0.0919
0.08757 0.1021 0.0937
0.08767 0.1033 0.0937
0.08777 0.1015 0.0937
0.08787 0.1051 0.0961
0.08797 0.1045 0.0949
0.08807 0.1027 0.0931
0.08817 0.1033 0.0949
0.08827 0.1039 0.0943
0.08837 0.1033 0.0949
0.08847 0.1045 0.0955
0.08857 0.1045 0.0943
0.08867 0.1033 0.0949
0.08877 0.1045 0.0955
0.08887 0.1057 0.0967
0.08897 0.1027 0.0931
0.08907 0.1068 0.0967
0.08917 0.1057 0.0973
0.08927 0.1033 0.0943
0.08937 0.1045 0.0961
0.08947 0.1051 0.0955
0.08957 0.1051 0.0961
0.08967 0.1068 0.0967
0.08977 0.1051 0.0961
0.08987 0.1074 0.0979
0.08997 0.1051 0.0955
0.09007 0.1080 0.0985
0.09017 0.1045 0.0955
0.09027 0.1074 0.0985
0.09037 0.1074 0.0979
0.09047 0.1068 0.0985
0.09057 0.1068 0.0979
0.09067 0.1068 0.0979
0.09077 0.1074 0.0979
0.09087 0.1057 0.0967
0.09097 0.1086 0.0991
0.09107 0.1080 0.0985
0.09117 0.1092 0.0997
0.09127 0.1074 0.0985
0.09137 0.1051 0.0967
0.09147 0.1104 0.1003
0.09157 0.1080 0.0991
0.09166 0.1074 0.0979
0.09176 0.1080 0.0997
0.09186 0.1080 0.0979
0.09196 0.1074 0.0991
0.09206 0.1086 0.0985
0.09216 0.1074 0.0991
0.09226 0.1128 0.1027
0.09236 0.1057 0.0961
0.09246 0.1110 0.1021
0.09256 0.1098 0.1009
0.09266 0.1098 0.1009
